rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
8,Deepseek,anything-llm,44682,4405,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,255,2025-05-31T00:40:09Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
9,Deepseek,JeecgBoot,42878,15364,Java,https://github.com/jeecgboot/JeecgBoot,jeecgboot,25,2025-05-29T08:10:16Z,🔥集成完善AIGC应用的低代码平台，旨在帮助企业快速实现低代码开发和构建、部署个性化的 AI 应用。 前后端分离 SpringBoot，SpringCloud，Ant Design&Vue3，Mybatis，Shiro！强大的代码生成器让前后端代码一键生成，无需写任何代码! 成套AI大模型功能: AI模型管理、AI应用、知识库、AI流程编排、AI对话助手等；
10,Deepseek,unsloth,39688,3135,Python,https://github.com/unslothai/unsloth,unslothai,951,2025-05-30T08:38:58Z,"Finetune Qwen3, Llama 4, TTS, DeepSeek-R1 & Gemma 3 LLMs 2x faster with 70% less memory! 🦥"
11,Deepseek,Pake,39010,7235,Rust,https://github.com/tw93/Pake,tw93,60,2025-03-25T12:35:16Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
12,Deepseek,chatgpt-on-wechat,37349,9255,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,287,2025-05-30T09:06:57Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT4.1/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
13,Deepseek,chatbox,35023,3354,TypeScript,https://github.com/chatboxai/chatbox,chatboxai,697,2025-05-28T12:59:36Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
14,Deepseek,siyuan,35013,2153,TypeScript,https://github.com/siyuan-note/siyuan,siyuan-note,343,2025-05-30T07:45:40Z,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang."
15,Deepseek,awesome-deepseek-integration,32580,3582,,https://github.com/deepseek-ai/awesome-deepseek-integration,deepseek-ai,84,2025-05-13T09:05:21Z,Integrate the DeepSeek API into popular softwares
16,Deepseek,GPT_API_free,30033,2173,Python,https://github.com/chatanywhere/GPT_API_free,chatanywhere,11,2025-05-17T17:09:25Z,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。
17,Deepseek,LibreChat,26079,4556,TypeScript,https://github.com/danny-avila/LibreChat,danny-avila,153,2025-05-31T02:18:15Z,"Enhanced ChatGPT Clone: Features Agents, DeepSeek, Anthropic, AWS, OpenAI, Assistants API, Azure, Groq, o1, GPT-4o, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active project."
18,Deepseek,one-api,25471,5205,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,856,2025-02-21T11:30:22Z,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI."
19,Deepseek,open-r1,24622,2275,Python,https://github.com/huggingface/open-r1,huggingface,270,2025-05-28T19:21:18Z,Fully open reproduction of DeepSeek-R1
20,Deepseek,FastGPT,24491,6306,TypeScript,https://github.com/labring/FastGPT,labring,538,2025-05-30T13:13:46Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
21,Deepseek,DeepSeek-Coder,21626,2474,Python,https://github.com/deepseek-ai/DeepSeek-Coder,deepseek-ai,102,2024-05-21T09:52:58Z,DeepSeek Coder: Let the Code Write Itself
22,Deepseek,DB-GPT,16638,2279,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,388,2025-05-30T15:43:22Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
23,Deepseek,repomix,16447,710,TypeScript,https://github.com/yamadashy/repomix,yamadashy,88,2025-05-31T03:06:32Z,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
24,Deepseek,kirara-ai,15371,1683,Python,https://github.com/lss233/kirara-ai,lss233,96,2025-05-24T15:31:21Z,🤖 可 DIY 的 多模态 AI 聊天机器人 | 🚀 快速接入 微信、 QQ、Telegram、等聊天平台 | 🦈支持DeepSeek、Grok、Claude、Ollama、Gemini、OpenAI | 工作流系统、网页搜索、AI画图、人设调教、虚拟女仆、语音对话 | 
25,Deepseek,sglang,14782,1880,Python,https://github.com/sgl-project/sglang,sgl-project,470,2025-05-31T02:54:44Z,SGLang is a fast serving framework for large language models and vision language models.
26,Deepseek,TinyZero,11838,1488,Python,https://github.com/Jiayi-Pan/TinyZero,Jiayi-Pan,67,2025-04-24T21:58:07Z,Minimal reproduction of DeepSeek R1-Zero
27,Deepseek,LangBot,11517,869,Python,https://github.com/RockChinQ/LangBot,RockChinQ,91,2025-05-30T14:29:21Z,🤩 IM bot platform designed for the LLM era / 简单易用的大模型即时通信机器人平台 ⚡️ 适配 QQ / 微信（企业微信、个人微信）/ 飞书 / 钉钉 / Discord / Telegram / Slack 等平台 🧩 支持 ChatGPT、DeepSeek、Dify、n8n、Claude、Google Gemini、xAI、PPIO、Ollama、阿里云百炼、SiliconFlow、Qwen、Moonshot、SillyTraven、MCP、WeClone 等 LLM & Agent
28,Deepseek,OpenLLM,11303,724,Python,https://github.com/bentoml/OpenLLM,bentoml,2,2025-05-26T16:47:30Z,"Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud."
29,Deepseek,Fay,11181,2066,JavaScript,https://github.com/xszyou/Fay,xszyou,105,2025-05-29T02:22:26Z,fay是一个帮助数字人（2.5d、3d、移动、pc、网页）或大语言模型（openai兼容、deepseek）连通业务系统的mcp框架。
30,Deepseek,AstrBot,9355,634,Python,https://github.com/AstrBotDevs/AstrBot,AstrBotDevs,205,2025-05-31T03:03:02Z,✨ 易上手的多平台 LLM 聊天机器人及开发框架 ✨ 平台支持 QQ、QQ频道、Telegram、微信、企微、飞书 | MCP 服务器、OpenAI、DeepSeek、Gemini、硅基流动、月之暗面、Ollama、OneAPI、Dify 等。附带 WebUI。
31,Deepseek,Bob,9311,522,,https://github.com/ripperhe/Bob,ripperhe,108,2025-01-24T08:30:17Z,Bob 是一款 macOS 平台的翻译和 OCR 软件。
32,Deepseek,wechat-bot,8338,1021,JavaScript,https://github.com/wangrongding/wechat-bot,wangrongding,100,2025-03-26T09:31:56Z,🤖一个基于 WeChaty 结合 DeepSeek / ChatGPT / Kimi / 讯飞等Ai服务实现的微信机器人 ，可以用来帮助你自动回复微信消息，或者管理微信群/好友，检测僵尸粉等...
33,Deepseek,oumi,8126,601,Python,https://github.com/oumi-ai/oumi,oumi-ai,33,2025-05-30T22:48:19Z,"Easily fine-tune, evaluate and deploy Qwen3, DeepSeek-R1, Llama 4 or any open source LLM / VLM!"
34,Deepseek,ipex-llm,7941,1352,Python,https://github.com/intel/ipex-llm,intel,1165,2025-05-30T09:14:02Z,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL, MiniCPM-V, etc.) on Intel XPU (e.g., local PC with iGPU and NPU, discrete GPU such as Arc, Flex and Max); seamlessly integrate with llama.cpp, Ollama, HuggingFace, LangChain, LlamaIndex, vLLM, DeepSpeed, Axolotl, etc."
35,Deepseek,ms-swift,7858,666,Python,https://github.com/modelscope/ms-swift,modelscope,765,2025-05-30T09:24:50Z,"Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 500+ LLMs (Qwen3, Qwen3-MoE, Llama4, InternLM3, DeepSeek-R1, ...) and 200+ MLLMs (Qwen2.5-VL, Qwen2.5-Omni, Qwen2-Audio, Ovis2, InternVL3, Llava, GLM4v, Phi4, ...) (AAAI 2025)."
36,Deepseek,new-api,7731,1521,Go,https://github.com/QuantumNous/new-api,QuantumNous,200,2025-05-30T19:30:31Z,AI模型接口管理与分发系统，支持将多种大模型转为统一格式调用，支持OpenAI、Claude等格式，可供个人或者企业内部管理与分发渠道使用，本项目基于One API二次开发。🍥 The next-generation LLM gateway and AI asset management system supports multiple languages.
37,Deepseek,Noi,7584,579,JavaScript,https://github.com/lencx/Noi,lencx,152,2025-05-01T02:21:25Z,"🚀 Power Your World with AI - Explore, Extend, Empower."
38,Deepseek,PPTist,7159,1416,Vue,https://github.com/pipipi-pikachu/PPTist,pipipi-pikachu,14,2025-05-29T13:35:18Z,"PowerPoint-ist（/'pauəpɔintist/）, An online presentation application that replicates most of the commonly used features of MS PowerPoint, allowing for the editing and presentation of PPT online. Support AIPPT."
39,Deepseek,Firefly,6422,579,Python,https://github.com/yangjianxin1/Firefly,yangjianxin1,204,2024-10-24T02:27:42Z,Firefly: 大模型训练工具，支持训练Qwen2.5、Qwen2、Yi1.5、Phi-3、Llama3、Gemma、MiniCPM、Yi、Deepseek、Orion、Xverse、Mixtral-8x7B、Zephyr、Mistral、Baichuan2、Llma2、Llama、Qwen、Baichuan、ChatGLM2、InternLM、Ziya2、Vicuna、Bloom等大模型
40,Deepseek,DeepSeek-LLM,6404,1003,Makefile,https://github.com/deepseek-ai/DeepSeek-LLM,deepseek-ai,26,2024-02-04T12:22:16Z,DeepSeek LLM: Let there be answers
41,Deepseek,WeChatFerry,6335,1318,,https://github.com/lich0821/WeChatFerry,lich0821,21,2025-05-25T01:43:57Z,微信机器人，可接入DeepSeek、Gemini、ChatGPT、ChatGLM、讯飞星火、Tigerbot等大模型。微信 hook WeChat Robot Hook.
42,Deepseek,deep-searcher,6123,604,Python,https://github.com/zilliztech/deep-searcher,zilliztech,35,2025-05-30T12:43:23Z,Open Source Deep Research Alternative to Reason and Search on Private Data. Written in Python.
43,Deepseek,yn,5882,900,TypeScript,https://github.com/purocean/yn,purocean,42,2025-05-15T15:24:53Z,"A highly extensible Markdown editor. Version control, AI Copilot, mind map, documents encryption, code snippet running, integrated terminal, chart embedding, HTML applets, Reveal.js, plug-in, and macro replacement."
44,Deepseek,DeepSeek-Coder-V2,5804,890,,https://github.com/deepseek-ai/DeepSeek-Coder-V2,deepseek-ai,50,2024-09-24T12:09:45Z,DeepSeek-Coder-V2: Breaking the Barrier of Closed-Source Models in Code Intelligence
45,Deepseek,deepclaude,5168,414,Rust,https://github.com/getAsterisk/deepclaude,getAsterisk,46,2025-05-21T11:58:16Z,A high-performance LLM inference API and Chat UI that integrates DeepSeek R1's CoT reasoning traces with Anthropic Claude models.
46,Deepseek,pyspur,5011,349,TypeScript,https://github.com/PySpur-Dev/pyspur,PySpur-Dev,24,2025-05-12T12:01:00Z,A visual playground for agentic workflows: Iterate over your agents 10x faster
47,Deepseek,DeepSeek-V2,4895,517,,https://github.com/deepseek-ai/DeepSeek-V2,deepseek-ai,77,2024-09-25T10:23:55Z,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model"
48,Deepseek,DeepSeek-VL2,4857,1751,Python,https://github.com/deepseek-ai/DeepSeek-VL2,deepseek-ai,95,2025-02-26T05:03:42Z,DeepSeek-VL2: Mixture-of-Experts Vision-Language Models for Advanced Multimodal Understanding
49,Deepseek,cube-studio,4298,740,Jupyter Notebook,https://github.com/tencentmusic/cube-studio,tencentmusic,27,2025-03-22T02:33:55Z,cube studio开源云原生一站式机器学习/深度学习/大模型AI平台，支持sso登录，大数据平台对接，notebook在线开发，拖拉拽任务流pipeline编排，多机多卡分布式训练，超参搜索，推理服务VGPU，边缘计算，标注平台，自动化标注，大模型微调，vllm大模型推理，llmops，私有知识库，AI模型应用商店，支持模型一键开发/推理/微调，支持国产cpu/gpu/npu芯片，支持RDMA，支持pytorch/tf/mxnet/deepspeed/paddle/colossalai/horovod/spark/ray/volcano分布式，deepseek训练推理
50,Deepseek,chinese-llm-benchmark,4289,180,,https://github.com/jeinlee1991/chinese-llm-benchmark,jeinlee1991,29,2025-05-28T17:31:01Z,目前已囊括232个大模型，覆盖chatgpt、gpt-4o、o3-mini、谷歌gemini、Claude3.5、智谱GLM-Zero、文心一言、qwen-max、百川、讯飞星火、商汤senseChat、minimax等商用模型， 以及DeepSeek-R1、qwq-32b、deepseek-v3、qwen2.5、llama3.3、phi-4、glm4、gemma3、mistral、书生internLM2.5等开源大模型。不仅提供能力评分排行榜，也提供所有模型的原始输出结果！
51,Deepseek,Awesome-LLM-Inference,4064,279,Python,https://github.com/xlite-dev/Awesome-LLM-Inference,xlite-dev,2,2025-05-27T05:52:33Z,"📚A curated list of Awesome LLM/VLM Inference Papers with codes: WINT8/4, FlashAttention, PagedAttention, Parallelism, MLA, etc."
52,Deepseek,codecompanion.nvim,3903,224,Lua,https://github.com/olimorris/codecompanion.nvim,olimorris,2,2025-05-30T21:02:54Z,"✨ AI-powered coding, seamlessly in Neovim"
53,Deepseek,sim,3866,581,TypeScript,https://github.com/simstudioai/sim,simstudioai,23,2025-05-31T03:30:29Z,"Sim Studio is an open-source AI agent workflow builder. Sim Studio's interface is a lightweight, intuitive way to quickly build and deploy LLMs that connect with your favorite tools."
54,Deepseek,DeepSeek-VL,3849,569,Python,https://github.com/deepseek-ai/DeepSeek-VL,deepseek-ai,41,2024-04-24T05:01:06Z,DeepSeek-VL: Towards Real-World Vision-Language Understanding
55,Deepseek,fastllm,3586,367,C++,https://github.com/ztxz16/fastllm,ztxz16,239,2025-05-30T10:38:38Z,fastllm是后端无依赖的高性能大模型推理库。同时支持张量并行推理稠密模型和混合模式推理MOE模型，任意10G以上显卡即可推理满血DeepSeek。双路9004/9005服务器+单显卡部署DeepSeek满血满精度原版模型，单并发20tps；INT4量化模型单并发30tps，多并发可达60+。
56,Deepseek,paperless-ai,3427,127,JavaScript,https://github.com/clusterzx/paperless-ai,clusterzx,17,2025-05-27T18:01:34Z,"An automated document analyzer for Paperless-ngx using OpenAI API, Ollama, Deepseek-r1, Azure and all OpenAI API compatible Services to automatically analyze and tag your documents."
57,Deepseek,autoMate,3380,421,Python,https://github.com/yuruotong1/autoMate,yuruotong1,10,2025-05-14T01:11:31Z,"Like Manus, Computer Use Agent(CUA) and Omniparser, we are computer-using agents.AI-driven local automation assistant that uses natural language to make computers work by themselves"
58,Deepseek,deepchat,3331,391,TypeScript,https://github.com/ThinkInAIXYZ/deepchat,ThinkInAIXYZ,44,2025-05-31T02:09:14Z,🐬DeepChat - A smart assistant that connects powerful AI to your personal world
59,Deepseek,AChat,3251,1213,TypeScript,https://github.com/AprilNEA/AChat,AprilNEA,20,2025-05-28T06:05:47Z,"🌊 AChat - An open-source/self-hosted/local-first AI platform, designed for enterprises and teams, perfectly combining powerful local processing capabilities with seamless remote synchronization."
60,Deepseek,Awesome-LLM-Reasoning,3113,181,,https://github.com/atfortes/Awesome-LLM-Reasoning,atfortes,4,2025-05-07T10:43:07Z,"Reasoning in LLMs: Papers and Resources, including Chain-of-Thought, OpenAI o1, and DeepSeek-R1 🍓"
61,Deepseek,ruby-openai,3094,365,Ruby,https://github.com/alexrudall/ruby-openai,alexrudall,25,2025-05-02T14:44:13Z,OpenAI API + Ruby! 🤖❤️ Now with Responses API + DeepSeek!
62,Deepseek,Sidekick,2881,114,Swift,https://github.com/johnbean393/Sidekick,johnbean393,15,2025-05-29T23:20:49Z,"A native macOS app that allows users to chat with a local LLM that can respond with information from files, folders and websites on your Mac without installing any other software. Powered by llama.cpp."
63,Deepseek,deep-research,2870,734,JavaScript,https://github.com/u14app/deep-research,u14app,9,2025-05-30T14:03:54Z,Use any LLMs (Large Language Models) for Deep Research. Support SSE API and MCP server.
64,Deepseek,csghub,2785,389,Vue,https://github.com/OpenCSGs/csghub,OpenCSGs,61,2025-05-30T13:15:22Z,"CSGHub is a brand-new open-source platform for managing LLMs, developed by the OpenCSG team. It offers both open-source and on-premise/SaaS solutions, with features comparable to Hugging Face. Gain full control over the lifecycle of LLMs, datasets, and agents, with Python SDK compatibility with Hugging Face. Join us! ⭐️"
65,Deepseek,gpustack,2784,282,Python,https://github.com/gpustack/gpustack,gpustack,390,2025-05-30T11:10:55Z,Manage GPU clusters for running AI models
66,Deepseek,DeepSeek-Math,2733,516,Python,https://github.com/deepseek-ai/DeepSeek-Math,deepseek-ai,32,2024-04-15T07:55:37Z,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models
67,Deepseek,DeepClaude,2618,499,Python,https://github.com/ErlichLiu/DeepClaude,ErlichLiu,24,2025-05-29T06:51:39Z,Unleash Next-Level AI! 🚀  💻 Code Generation: DeepSeek r1 + Claude 3.7 Sonnet - Unparalleled Performance! 📝 Content Creation: DeepSeek r1 + Gemini 2.5 Pro - Superior Quality! 🔌 OpenAI-Compatible. 🌊 Streaming & Non-Streaming Support.  ✨ Experience the Future of AI – Today! Click to Try Now! ✨
68,Deepseek,deepseek-free-api,2517,730,TypeScript,https://github.com/LLM-Red-Team/deepseek-free-api,LLM-Red-Team,30,2025-05-12T18:49:27Z,🚀 DeepSeek-V3 & R1大模型逆向API【特长：良心厂商】（官方贼便宜，建议直接走官方），支持高速流式输出、多轮对话，联网搜索，R1深度思考，零配置部署，多路token支持，仅供测试，如需商用请前往官方开放平台。
69,Deepseek,MaiBot,2484,301,Python,https://github.com/MaiM-with-u/MaiBot,MaiM-with-u,43,2025-05-30T15:31:50Z,麦麦bot，一款专注于 群组聊天 的赛博网友（比较专注）多平台智能体
70,Deepseek,rag-web-ui,2438,228,TypeScript,https://github.com/rag-web-ui/rag-web-ui,rag-web-ui,22,2025-04-27T06:27:16Z,RAG Web UI is an intelligent dialogue system based on RAG (Retrieval-Augmented Generation) technology.
71,Deepseek,forge,2396,893,Rust,https://github.com/antinomyhq/forge,antinomyhq,31,2025-05-31T01:55:53Z,"AI enabled pair programmer for Claude, GPT, O Series, Grok, Deepseek, Gemini and 300+ models"
72,Deepseek,Awesome-MCP-ZH,2381,131,,https://github.com/yzfly/Awesome-MCP-ZH,yzfly,0,2025-05-30T01:23:17Z,"MCP 资源精选， MCP指南，Claude MCP，MCP Servers, MCP Clients"
73,Deepseek,SmartSub,2359,165,TypeScript,https://github.com/buxuku/SmartSub,buxuku,58,2025-05-30T06:12:42Z,「妙幕」是一款跨平台客户端工具，可以批量为视频或者音频生成字幕文件，并支持对字幕进行翻译，支持百度、火山、openai、ollama、deepseek 等多家翻译
74,Deepseek,ruby_llm,2324,137,Ruby,https://github.com/crmne/ruby_llm,crmne,39,2025-05-28T14:38:44Z,"Stop juggling AI SDKs! RubyLLM offers one delightful Ruby interface for OpenAI, Anthropic, Gemini, Bedrock, OpenRouter, DeepSeek, Ollama & compatible APIs. Chat, Vision, Audio, PDF, Images, Embeddings, Tools, Streaming & Rails integration."
75,Deepseek,wechat-assistant-pro,2198,339,JavaScript,https://github.com/leochen-g/wechat-assistant-pro,leochen-g,23,2025-05-26T12:54:23Z,"智能微秘书,全能微信机器人管理平台,简单的方式接入ChatGPT,FastGPT,Dify,Coze,扣子,DeepSeek.支持绘图，语音识别，语音发送，定时任务，支持企微、公众号、5G 消息、WhatsApp"
76,Deepseek,ai-chatbot-framework,2088,730,TypeScript,https://github.com/alfredfrancis/ai-chatbot-framework,alfredfrancis,6,2025-05-21T12:43:21Z,A python chatbot framework with Natural Language Understanding and Artificial Intelligence.
77,Deepseek,PolyglotPDF,2024,281,Python,https://github.com/CBIhalsen/PolyglotPDF,CBIhalsen,4,2025-05-26T01:10:14Z,(eBook，PDFs Translation) A multilingual eBook processing tool supporting all eBook formats. Features online and offline translation while preserving original layouts. Compatible with both scanned and digital PDFs. Elegant user interface. The world's highest-performing open-source layout-preserving eBook translator.
78,Deepseek,AingDesk,1967,212,TypeScript,https://github.com/aingdesk/AingDesk,aingdesk,43,2025-05-27T08:00:52Z,"AingDesk是一款简单好用的AI助手，支持知识库、模型API、分享、联网搜索、智能体，它还在飞快成长中。 AingDesk is a simple and easy-to-use AI assistant that supports knowledge bases, model APIs, sharing, internet search, and intelligent agents. It is still growing rapidly."
79,Deepseek,MCP-Chinese-Getting-Started-Guide,1966,114,,https://github.com/liaokongVFX/MCP-Chinese-Getting-Started-Guide,liaokongVFX,2,2025-04-23T14:06:41Z,Model Context Protocol(MCP) 编程极速入门
80,Deepseek,deep-research-web-ui,1898,248,Vue,https://github.com/AnotiaWang/deep-research-web-ui,AnotiaWang,33,2025-05-22T09:21:31Z,"(Supports DeepSeek R1) An AI-powered research assistant that performs iterative, deep research on any topic by combining search engines, web scraping, and large language models."
81,Deepseek,DemoGPT,1831,210,Python,https://github.com/melih-unsal/DemoGPT,melih-unsal,5,2025-05-19T14:54:40Z,"🤖 Everything you need to create an LLM Agent—tools, prompts, frameworks, and models—all in one place."
82,Deepseek,maxtext,1738,355,Python,https://github.com/AI-Hypercomputer/maxtext,AI-Hypercomputer,47,2025-05-31T00:26:25Z,"A simple, performant and scalable Jax LLM!"
83,Deepseek,papersgpt-for-zotero,1711,49,JavaScript,https://github.com/papersgpt/papersgpt-for-zotero,papersgpt,42,2025-05-28T21:27:09Z,"Zotero chat PDF with AI, DeepSeek, GPT 4.1, ChatGPT, Claude, Gemini, Qwen3"
84,Deepseek,DeepSeek-MoE,1708,279,Python,https://github.com/deepseek-ai/DeepSeek-MoE,deepseek-ai,17,2024-01-16T12:18:10Z,DeepSeekMoE: Towards Ultimate Expert Specialization in Mixture-of-Experts Language Models
85,Deepseek,comfyui_LLM_party,1700,142,Python,https://github.com/heshengtao/comfyui_LLM_party,heshengtao,44,2025-05-25T13:57:04Z,"LLM Agent Framework in ComfyUI includes MCP sever, Omost,GPT-sovits, ChatTTS,GOT-OCR2.0, and FLUX prompt nodes,access to Feishu,discord,and adapts to all llms with similar openai / aisuite interfaces, such as o1,ollama, gemini, grok, qwen, GLM, deepseek, kimi,doubao. Adapted to local llms, vlm, gguf such as llama-3.3 Janus-Pro, Linkage graphRAG"
86,Deepseek,cube-studio,1674,107,Jupyter Notebook,https://github.com/data-infra/cube-studio,data-infra,12,2025-04-19T04:20:57Z,cube studio开源云原生一站式机器学习/深度学习/大模型AI平台，支持sso登录，大数据平台对接，notebook在线开发，拖拉拽任务流pipeline编排，多机多卡分布式训练，超参搜索，推理服务VGPU，边缘计算，标注平台，自动化标注，大模型微调，vllm大模型推理，llmops，私有知识库，AI模型应用商店，支持模型一键开发/推理/微调，支持国产cpu/gpu/npu芯片，支持RDMA，支持pytorch/tf/mxnet/deepspeed/paddle/colossalai/horovod/spark/ray/volcano分布式，deepseek微调推理
87,Deepseek,go-stock,1663,274,Go,https://github.com/ArvinLovegood/go-stock,ArvinLovegood,6,2025-05-30T03:32:45Z,🦄🦄🦄AI赋能股票分析：自选股行情获取，成本盈亏展示，涨跌报警推送。目前已支持A股，港股，美股，未来计划加入基金，ETF等支持。支持市场整体/个股情绪分析，K线分析等。数据全部保留在本地。支持DeepSeek，OpenAI， Ollama，LMStudio，AnythingLLM，硅基流动，火山方舟，阿里云百炼等平台或模型。
88,Deepseek,ComfyUI-Copilot,1646,132,TypeScript,https://github.com/AIDC-AI/ComfyUI-Copilot,AIDC-AI,10,2025-05-30T08:50:59Z,An AI-powered custom node for ComfyUI designed to enhance workflow automation and provide intelligent assistance
89,Deepseek,FlyEnv,1641,131,TypeScript,https://github.com/xpf0000/FlyEnv,xpf0000,29,2025-05-30T09:45:42Z,"All-In-One Full-Stack Environment Management Tool. Help developers quickly set up a local development environment. Core Modules: Ollama, DeepSeek, Apache, Nginx, Caddy, Tomcat. MySQL, MariaDB, PostgreSQL, MongoDB. Mailpit. PHP, Java, NodeJS, Python, Go, Rust, Erlang, Ruby. Redis, RabbitMQ. Elasticsearch. DNS Server, FTP Server"
90,Deepseek,GalTransl,1566,103,Python,https://github.com/GalTransl/GalTransl,GalTransl,25,2025-05-30T14:19:16Z,支持GPT-4/Claude/Deepseek/Sakura等大语言模型的Galgame自动化翻译解决方案  Automated translation solution for visual novels supporting GPT-4/Claude/Deepseek/Sakura
91,Deepseek,magic-resume,1558,195,TypeScript,https://github.com/JOYCEQL/magic-resume,JOYCEQL,11,2025-04-16T16:13:46Z,free online AI resume editor
92,Deepseek,DeepSeek-RAG-Chatbot,1506,197,Python,https://github.com/SaiAkhil066/DeepSeek-RAG-Chatbot,SaiAkhil066,10,2025-03-28T15:51:36Z,"100 % FREE, Private (No Internet) DeepSeek’s Advanced RAG: Boost Your RAG Chatbot: Hybrid Retrieval (BM25 + FAISS) + Neural Reranking + HyDe🚀"
93,Deepseek,awesome-yolo-object-detection,1492,205,,https://github.com/coderonion/awesome-yolo-object-detection,coderonion,0,2025-05-31T02:13:33Z,🚀🚀🚀 A collection of some awesome public YOLO object detection series projects and the related object detection datasets.
94,Deepseek,deepseek-engineer,1456,254,Python,https://github.com/Doriandarko/deepseek-engineer,Doriandarko,4,2025-05-30T22:13:55Z,"A powerful coding assistant application that integrates with the DeepSeek API to process user conversations and generate structured JSON responses. Through an intuitive command-line interface, it can read local file contents, create new files, and apply diff edits to existing files in real time."
95,Deepseek,EmoLLM,1455,186,Python,https://github.com/SmartFlowAI/EmoLLM,SmartFlowAI,3,2025-05-18T15:43:36Z,"心理健康大模型 (LLM x Mental Health), Pre & Post-training & Dataset & Evaluation & Depoly & RAG,  with InternLM / Qwen / Baichuan / DeepSeek / Mixtral / LLama / GLM series models"
96,Deepseek,Yuxi-Know,1420,129,Vue,https://github.com/xerrors/Yuxi-Know,xerrors,12,2025-05-28T07:16:29Z,基于智能体 RAG 知识库的知识图谱问答系统。Langgraph + VueJS + Flask + Neo4j。大模型适配 OpenAI、Ollama、vLLM、国内主流大模型平台的模型调用。支持推理模型DeepSeek-R1、联网检索、工具调用。
97,Deepseek,deepseek_project,1388,240,HTML,https://github.com/1692775560/deepseek_project,1692775560,11,2025-03-12T02:30:03Z,Dee-seek_project
98,Deepseek,GRPO-Zero,1386,55,Python,https://github.com/policy-gradient/GRPO-Zero,policy-gradient,6,2025-04-18T14:13:35Z,Implementing DeepSeek R1's GRPO algorithm from scratch
99,Deepseek,bailing,1249,217,Python,https://github.com/wwbin2017/bailing,wwbin2017,50,2025-05-31T00:12:04Z,百聆 是一个类似GPT-4o的语音对话机器人，通过ASR+LLM+TTS实现，集成DeepSeek R1等优秀大模型，时延低至800ms，Mac等低配置也可运行，支持打断
100,Deepseek,LLM-Prompt-Library,1228,125,Python,https://github.com/abilzerian/LLM-Prompt-Library,abilzerian,0,2025-05-16T21:33:15Z,"A playground of highly experimental prompts, tools & scripts for machine intelligence models from Apple, DeepSeek, OpenAI, Anthropic, Meta, Mistral, Google, xAI & others. Created & maintained by Alex Bilzerian."
1,LLaMA,ollama,142298,11936,Go,https://github.com/ollama/ollama,ollama,1549,2025-05-31T02:50:16Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models."
