rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
16,AI Agents,haystack,20161,2120,Python,https://github.com/deepset-ai/haystack,deepset-ai,112,2025-04-04T16:29:00Z,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
17,AI Agents,devika,19111,2514,Python,https://github.com/stitionai/devika,stitionai,136,2024-09-19T16:11:25Z,"Devika is an Agentic AI Software Engineer that can understand high-level human instructions, break them down into steps, research relevant information, and write code to achieve the given objective. Devika aims to be a competitive open-source alternative to Devin by Cognition AI. [⚠️ DEVIKA DOES NOT HAVE AN OFFICIAL WEBSITE ⚠️]"
18,AI Agents,CopilotKit,18032,2585,TypeScript,https://github.com/CopilotKit/CopilotKit,CopilotKit,109,2025-04-05T03:15:48Z,"React UI + elegant infrastructure for AI Copilots, AI chatbots, and in-app AI agents. The Agentic last-mile 🪁"
19,AI Agents,agentic,17256,2200,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,10,2025-04-04T10:41:35Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
20,AI Agents,awesome-ai-agents,16703,1264,,https://github.com/e2b-dev/awesome-ai-agents,e2b-dev,22,2025-02-26T10:04:45Z,A list of AI autonomous agents
21,AI Agents,SuperAGI,16158,1947,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,141,2025-01-22T22:14:07Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
22,AI Agents,RagaAI-Catalyst,16055,3806,Python,https://github.com/raga-ai-hub/RagaAI-Catalyst,raga-ai-hub,6,2025-04-01T05:11:48Z,"Python SDK for Agent AI Observability, Monitoring and Evaluation Framework. Includes features like agent, llm and tools tracing, debugging multi-agentic system, self-hosted dashboard and advanced analytics with timeline and execution graph view "
23,AI Agents,DB-GPT,15963,2160,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,325,2025-04-03T02:47:03Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
24,AI Agents,letta,15745,1636,Python,https://github.com/letta-ai/letta,letta-ai,27,2025-03-31T18:22:06Z,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management."
25,AI Agents,DocsGPT,15504,1656,TypeScript,https://github.com/arc53/DocsGPT,arc53,33,2025-04-04T11:53:45Z,"DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in."
26,AI Agents,eliza,15383,5019,TypeScript,https://github.com/elizaOS/eliza,elizaOS,36,2025-04-05T03:19:37Z,Autonomous agents for everyone
27,AI Agents,ai-pdf-chatbot-langchain,15334,3049,TypeScript,https://github.com/mayooear/ai-pdf-chatbot-langchain,mayooear,1,2025-02-20T18:19:58Z,AI PDF chatbot agent built with LangChain & LangGraph 
28,AI Agents,SWE-agent,15274,1554,Python,https://github.com/SWE-agent/SWE-agent,SWE-agent,28,2025-04-05T02:09:59Z,"SWE-agent takes a GitHub issue and tries to automatically fix it, using GPT-4, or your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] "
29,AI Agents,deep-research,15270,1568,TypeScript,https://github.com/dzhng/deep-research,dzhng,60,2025-03-24T06:06:11Z,"An AI-powered research assistant that performs iterative, deep research on any topic by combining search engines, web scraping, and large language models.  The goal of this repo is to provide the simplest implementation of a deep research agent - e.g. an agent that can refine its research direction overtime and deep dive into a topic."
30,AI Agents,botpress,13496,1943,TypeScript,https://github.com/botpress/botpress,botpress,8,2025-04-04T12:36:41Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
31,AI Agents,dagger,13458,705,Go,https://github.com/dagger/dagger,dagger,686,2025-04-04T15:54:13Z,An open-source runtime for composable workflows. Great for AI agents and CI/CD.
32,AI Agents,ai,13146,2032,TypeScript,https://github.com/vercel/ai,vercel,385,2025-04-05T00:22:47Z,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents "
33,AI Agents,screenpipe,13082,940,TypeScript,https://github.com/mediar-ai/screenpipe,mediar-ai,203,2025-04-04T22:08:28Z,"AI app store powered by 24/7 desktop history.  open source | 100% local | dev friendly | 24/7 screen, mic recording"
34,AI Agents,activepieces,12489,1658,TypeScript,https://github.com/activepieces/activepieces,activepieces,271,2025-04-05T01:08:45Z,Open Source AI Automation ✨ All our 280+ pieces are now available as MCP to use with LLMs
35,AI Agents,mastra,11630,579,TypeScript,https://github.com/mastra-ai/mastra,mastra-ai,69,2025-04-05T00:45:53Z,"The TypeScript AI agent framework. ⚡ Assistants, RAG, observability. Supports any LLM: GPT-4, Claude, Gemini, Llama."
36,AI Agents,camel,11466,1210,Python,https://github.com/camel-ai/camel,camel-ai,324,2025-04-05T03:33:36Z,🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org
37,AI Agents,plandex,11420,785,Go,https://github.com/plandex-ai/plandex,plandex-ai,11,2025-04-04T15:50:55Z,Open source AI coding agent. Designed for large projects and real world tasks.
38,AI Agents,GenAI_Agents,11312,1435,Jupyter Notebook,https://github.com/NirDiamant/GenAI_Agents,NirDiamant,1,2025-03-27T14:04:45Z,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems."
39,AI Agents,goose,11265,822,Rust,https://github.com/block/goose,block,135,2025-04-05T00:20:23Z,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM"
40,AI Agents,web-ui,10959,1790,Python,https://github.com/browser-use/web-ui,browser-use,215,2025-04-01T15:28:46Z,Run AI Agent in your browser.
41,AI Agents,Fay,10699,1988,Python,https://github.com/xszyou/Fay,xszyou,102,2025-04-02T15:31:53Z,fay是一个帮助数字人（2.5d、3d、移动、pc、网页）或大语言模型（openai兼容、deepseek）连通业务系统的agent框架。
42,AI Agents,ai-agents-for-beginners,10144,2417,Jupyter Notebook,https://github.com/microsoft/ai-agents-for-beginners,microsoft,8,2025-04-04T14:18:26Z,10 Lessons to Get Started Building AI Agents
43,AI Agents,stagehand,9350,490,TypeScript,https://github.com/browserbase/stagehand,browserbase,63,2025-04-05T02:24:07Z,An AI web browsing framework focused on simplicity and extensibility.
44,AI Agents,openai-agents-python,8135,958,Python,https://github.com/openai/openai-agents-python,openai,104,2025-04-04T23:54:25Z,"A lightweight, powerful framework for multi-agent workflows"
45,AI Agents,pydantic-ai,8104,692,Python,https://github.com/pydantic/pydantic-ai,pydantic,189,2025-04-04T22:01:17Z,Agent Framework / shim to use Pydantic with LLMs
46,AI Agents,bisheng,7956,1335,Python,https://github.com/dataelement/bisheng,dataelement,83,2025-04-03T11:27:25Z,"BISHENG is an open LLM devops platform for next generation Enterprise AI applications. Powerful and comprehensive features include: GenAI workflow, RAG, Agent, Unified model management, Evaluation, SFT, Dataset Management, Enterprise-level System Management, Observability and more."
47,AI Agents,E2B,7893,523,MDX,https://github.com/e2b-dev/E2B,e2b-dev,33,2025-04-04T15:53:12Z,Secure open source cloud runtime for AI apps & AI agents
48,AI Agents,pr-agent,7460,776,Python,https://github.com/qodo-ai/pr-agent,qodo-ai,42,2025-04-04T13:54:58Z,"🚀 PR-Agent (Qodo Merge open-source): An AI-Powered 🤖 Tool for Automated Pull Request Analysis, Feedback, Suggestions and More! 💻🔍"
49,AI Agents,WrenAI,7356,684,TypeScript,https://github.com/Canner/WrenAI,Canner,129,2025-04-05T02:29:49Z,"🤖 Open-source GenBI AI Agent that empowers data-driven teams to chat with their data to generate Text-to-SQL, charts, spreadsheets, reports, dashboards and BI. 📈📊📋🧑‍💻"
50,AI Agents,Upsonic,7235,676,Python,https://github.com/Upsonic/Upsonic,Upsonic,29,2025-04-04T08:43:31Z,The most reliable AI agent framework that supports MCP.
51,AI Agents,lab,7201,1374,C,https://github.com/google-deepmind/lab,google-deepmind,60,2023-01-04T15:38:37Z,A customisable 3D platform for agent-based AI research
52,AI Agents,ai-engineering-hub,7145,1214,Jupyter Notebook,https://github.com/patchy631/ai-engineering-hub,patchy631,15,2025-04-04T13:15:22Z,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications."
53,AI Agents,SerpentAI,6865,796,Python,https://github.com/SerpentAI/SerpentAI,SerpentAI,0,2022-11-07T01:59:31Z,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!
54,AI Agents,lamda,6785,933,Python,https://github.com/firerpa/lamda,firerpa,23,2025-03-31T13:09:13Z,"🤖  The most powerful Android RPA framework, the next generation of mobile automation robots."
55,AI Agents,BlackFriday-GPTs-Prompts,6510,1011,,https://github.com/friuns2/BlackFriday-GPTs-Prompts,friuns2,83,2024-11-08T11:03:14Z,List of free GPTs that doesn't require plus subscription 
56,AI Agents,street-fighter-ai,6466,1401,Python,https://github.com/linyiLYi/street-fighter-ai,linyiLYi,56,2024-05-14T22:46:22Z,This is an AI agent for Street Fighter II Champion Edition.
57,AI Agents,agent-zero,6463,1402,Python,https://github.com/frdel/agent-zero,frdel,101,2025-04-01T16:00:23Z,Agent Zero AI framework
58,AI Agents,aichat,6283,405,Rust,https://github.com/sigoden/aichat,sigoden,0,2025-03-28T14:14:41Z,"All-in-one LLM CLI tool featuring Shell Assistant, Chat-REPL, RAG, AI Tools & Agents, with access to OpenAI, Claude, Gemini, Ollama, Groq, and more."
59,AI Agents,MindSearch,6268,632,JavaScript,https://github.com/InternLM/MindSearch,InternLM,36,2025-01-08T09:34:38Z,🔍 An LLM-based Multi-agent Framework of Web Search Engine (like Perplexity.ai Pro and SearchGPT)
60,AI Agents,R2R,6164,468,Python,https://github.com/SciPhi-AI/R2R,SciPhi-AI,68,2025-04-04T21:51:24Z,SoTA production-ready AI retrieval system. Agentic Retrieval-Augmented Generation (RAG) with a RESTful API.
61,AI Agents,SuperPrompt,6012,567,,https://github.com/NeoVertex1/SuperPrompt,NeoVertex1,9,2024-12-01T04:13:50Z,SuperPrompt is an attempt to engineer prompts that might help us understand AI agents.
62,AI Agents,LaVague,6001,544,Python,https://github.com/lavague-ai/LaVague,lavague-ai,85,2025-01-21T13:41:48Z,Large Action Model framework to develop AI Web Agents
63,AI Agents,DevOpsGPT,5879,717,HTML,https://github.com/kuafuai/DevOpsGPT,kuafuai,16,2024-08-14T09:11:08Z,Multi agent system for AI-driven software development. Combine LLM with DevOps tools to convert natural language requirements into working software. Supports any development language and extends the existing code.
64,AI Agents,superagent,5721,868,TypeScript,https://github.com/superagent-ai/superagent,superagent-ai,55,2025-04-01T07:49:39Z,🥷 Run AI-agents with an API
65,AI Agents,marvin,5597,360,Python,https://github.com/PrefectHQ/marvin,PrefectHQ,60,2025-03-31T03:09:45Z,✨ AI agents that spark joy
66,AI Agents,TEN-Agent,5489,619,Python,https://github.com/TEN-framework/TEN-Agent,TEN-framework,62,2025-04-02T06:30:10Z,"TEN Agent is a conversational voice AI agent powered by TEN, integrating Deepseek, Gemini, OpenAI, RTC, and hardware like ESP32. It enables realtime AI capabilities like  seeing, hearing, and speaking, and is fully compatible with platforms like Dify and Coze."
67,AI Agents,agents,5447,737,Python,https://github.com/livekit/agents,livekit,221,2025-04-05T00:49:00Z,A powerful framework for building realtime voice AI agents 🤖🎙️📹 
68,AI Agents,intentkit,5319,588,Python,https://github.com/crestalnetwork/intentkit,crestalnetwork,50,2025-04-04T10:18:26Z,"An open and fair framework for everyone to build AI agents equipped with powerful skills. Launch your agent, improve the world, your wallet, or both!"
69,AI Agents,open-deep-research,5275,651,TypeScript,https://github.com/nickscamara/open-deep-research,nickscamara,33,2025-02-23T13:56:45Z,An open source deep research clone. AI Agent that reasons large amounts of web data extracted with Firecrawl
70,AI Agents,phoenix,5273,386,Jupyter Notebook,https://github.com/Arize-ai/phoenix,Arize-ai,337,2025-04-04T23:12:34Z,AI Observability & Evaluation
71,AI Agents,julep,5156,933,Jupyter Notebook,https://github.com/julep-ai/julep,julep-ai,34,2025-04-05T00:05:44Z,Serverless AI Workflows for Data & ML Teams
72,AI Agents,superduper,5022,493,Python,https://github.com/superduper-io/superduper,superduper-io,93,2025-04-03T10:53:42Z,Superduper: End-to-end framework for building custom AI applications and agents.
73,AI Agents,gaianet-node,4942,286,Shell,https://github.com/GaiaNet-AI/gaianet-node,GaiaNet-AI,35,2025-04-03T07:44:51Z,Install and run your own AI agent service
74,AI Agents,qodo-cover,4937,414,Python,https://github.com/qodo-ai/qodo-cover,qodo-ai,23,2025-03-14T17:16:29Z,Qodo-Cover: An AI-Powered Tool for Automated Test Generation and Code Coverage Enhancement! 💻🤖🧪🐞
75,AI Agents,swarms,4774,542,Python,https://github.com/kyegomez/swarms,kyegomez,13,2025-04-04T04:02:08Z,The Enterprise-Grade Production-Ready Multi-Agent Orchestration Framework. Website: https://swarms.ai
76,AI Agents,nanobrowser,4695,378,TypeScript,https://github.com/nanobrowser/nanobrowser,nanobrowser,17,2025-04-02T13:43:14Z,Open-Source Chrome extension for AI-powered web automation. Run multi-agent workflows using your own LLM API key. Alternative to OpenAI Operator.
77,AI Agents,multi-agent-orchestrator,4642,383,Python,https://github.com/awslabs/multi-agent-orchestrator,awslabs,34,2025-04-04T16:07:05Z,Flexible and powerful framework for managing multiple AI agents and handling complex conversations
78,AI Agents,AgentVerse,4451,441,JavaScript,https://github.com/OpenBMB/AgentVerse,OpenBMB,23,2024-09-09T05:47:44Z,"🤖 AgentVerse 🪐 is designed to facilitate the deployment of multiple LLM-based agents in various applications, which primarily provides two frameworks: task-solving and simulation"
79,AI Agents,Integuru,4257,333,Python,https://github.com/Integuru-AI/Integuru,Integuru-AI,7,2025-02-13T22:55:29Z,The first AI agent that builds permissionless integrations through reverse engineering platforms' internal APIs.
80,AI Agents,Figma-Context-MCP,4238,331,TypeScript,https://github.com/GLips/Figma-Context-MCP,GLips,15,2025-04-05T02:03:41Z,MCP server to provide Figma layout information to AI coding agents like Cursor
81,AI Agents,pyspur,4223,279,TypeScript,https://github.com/PySpur-Dev/pyspur,PySpur-Dev,14,2025-03-31T13:19:01Z,A visual playground for agentic workflows: Iterate over your agents 10x faster
82,AI Agents,ragapp,4179,473,TypeScript,https://github.com/ragapp/ragapp,ragapp,48,2025-01-22T14:23:25Z,The easiest way to use Agentic RAG in any enterprise
83,AI Agents,agentops,4167,376,Python,https://github.com/AgentOps-AI/agentops,AgentOps-AI,85,2025-04-05T00:07:46Z,"Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including OpenAI Agents SDK, CrewAI, Langchain, Autogen, AG2, and CamelAI"
84,AI Agents,gibberlink,4105,332,TypeScript,https://github.com/PennyroyalTea/gibberlink,PennyroyalTea,8,2025-04-04T19:25:50Z,Two conversational AI agents switching from English to sound-level protocol after confirming they are both AI agents
85,AI Agents,steel-browser,4103,256,TypeScript,https://github.com/steel-dev/steel-browser,steel-dev,7,2025-04-04T06:36:09Z,🔥 Open Source Browser API for AI Agents & Apps. Steel Browser is a batteries-included browser instance that lets you automate the web without worrying about infrastructure.
86,AI Agents,AIOS,4022,492,Python,https://github.com/agiresearch/AIOS,agiresearch,42,2025-04-03T15:17:12Z,AIOS: AI Agent Operating System
87,AI Agents,RD-Agent,3991,335,Python,https://github.com/microsoft/RD-Agent,microsoft,18,2025-04-04T17:16:54Z,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through our open source R&D automation tool RD-Agent, which lets AI drive data-driven AI."
88,AI Agents,micro-agent,3937,338,TypeScript,https://github.com/BuilderIO/micro-agent,BuilderIO,38,2024-11-14T17:27:03Z,An AI agent that writes (actually useful) code for you
89,AI Agents,PraisonAI,3913,556,Jupyter Notebook,https://github.com/MervinPraison/PraisonAI,MervinPraison,80,2025-04-03T05:47:51Z,"PraisonAI is a production-ready Multi AI Agents framework, designed to create AI Agents to automate and solve problems ranging from simple tasks to complex challenges. It provides a low-code solution to streamline the building and management of multi-agent LLM systems, emphasising simplicity, customisation, and effective human-agent collaboration."
90,AI Agents,auto-dev,3812,414,Kotlin,https://github.com/unit-mesh/auto-dev,unit-mesh,3,2025-04-04T13:31:18Z,"🧙‍AutoDev: The AI-powered coding wizard（AI  驱动编程助手）with multilingual support 🌐, auto code generation 🏗️, and a helpful bug-slaying assistant 🐞! Customizable prompts 🎨 and a magic Auto Dev/Testing/Document/Agent  feature 🧪 included! 🚀"
91,AI Agents,cursor-tools,3540,172,TypeScript,https://github.com/eastlondoner/cursor-tools,eastlondoner,31,2025-04-04T21:11:43Z,Give Cursor Agent an AI Team and Advanced Skills
92,AI Agents,cua,3467,81,Python,https://github.com/trycua/cua,trycua,24,2025-04-04T22:57:14Z,"Create and run high-performance macOS and Linux VMs on Apple Silicon, with built-in support for AI agents."
93,AI Agents,casibase,3448,406,Go,https://github.com/casibase/casibase,casibase,32,2025-04-04T17:23:01Z,"⚡️AI Cloud OS: Open-source enterprise-level AI knowledge base and Manus-like agent management platform with admin UI, user management and Single-Sign-On⚡️, supports ChatGPT, Claude, DeepSeek R1, Llama, Ollama, HuggingFace, etc., chat bot demo: https://ai.casibase.com, admin UI demo: https://ai-admin.casibase.com"
94,AI Agents,rig,3355,349,Rust,https://github.com/0xPlaygrounds/rig,0xPlaygrounds,51,2025-04-03T12:13:22Z,"⚙️🦀 Build portable, modular & lightweight Fullstack Agents"
95,AI Agents,Archon,3344,649,Python,https://github.com/coleam00/Archon,coleam00,12,2025-04-03T00:03:52Z,Archon is an AI agent that is able to create other AI agents using an advanced agentic coding workflow and framework knowledge base to unlock a new frontier of automated agents.
96,AI Agents,graphiti,3283,253,Python,https://github.com/getzep/graphiti,getzep,13,2025-04-04T22:37:20Z,Build Real-Time Knowledge Graphs for AI Agents
97,AI Agents,atomic-agents,3269,265,Python,https://github.com/BrainBlend-AI/atomic-agents,BrainBlend-AI,12,2025-04-04T07:27:02Z,"Building AI agents, atomically"
98,AI Agents,langroid,3205,308,Python,https://github.com/langroid/langroid,langroid,55,2025-04-04T21:24:32Z,Harness LLMs with Multi-Agent Programming
99,AI Agents,GenAI-Showcase,3162,560,Jupyter Notebook,https://github.com/mongodb-developer/GenAI-Showcase,mongodb-developer,3,2025-04-04T18:07:40Z,GenAI Cookbook
100,AI Agents,FinRobot,3073,521,Jupyter Notebook,https://github.com/AI4Finance-Foundation/FinRobot,AI4Finance-Foundation,39,2024-11-17T16:41:06Z,FinRobot: An Open-Source AI Agent Platform for Financial Analysis using LLMs 🚀 🚀 🚀 
1,Claude,NextChat,82473,61067,TypeScript,https://github.com/ChatGPTNextWeb/NextChat,ChatGPTNextWeb,617,2025-04-04T20:38:25Z,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows
2,Claude,lobe-chat,58559,12429,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,662,2025-04-05T00:28:57Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
3,Claude,chatgpt-on-wechat,36085,9058,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,282,2025-03-30T07:12:29Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
4,Claude,chatbox,33916,3236,TypeScript,https://github.com/chatboxai/chatbox,chatboxai,627,2025-03-20T15:20:56Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
5,Claude,LocalAI,31490,2387,Go,https://github.com/mudler/LocalAI,mudler,417,2025-04-04T21:49:53Z,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
6,Claude,GPT_API_free,28738,2087,Python,https://github.com/chatanywhere/GPT_API_free,chatanywhere,2,2025-03-17T20:29:27Z,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。
7,Claude,khoj,28495,1577,Python,https://github.com/khoj-ai/khoj,khoj-ai,72,2025-04-04T15:06:37Z,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
8,Claude,one-api,24367,5065,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,823,2025-02-21T11:30:22Z,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI."
9,Claude,LibreChat,24077,4051,TypeScript,https://github.com/danny-avila/LibreChat,danny-avila,136,2025-04-04T23:55:57Z,"Enhanced ChatGPT Clone: Features Agents, DeepSeek, Anthropic, AWS, OpenAI, Assistants API, Azure, Groq, o1, GPT-4o, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active project."
10,Claude,FastGPT,23346,6029,TypeScript,https://github.com/labring/FastGPT,labring,479,2025-04-04T15:35:56Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
11,Claude,ChatALL,15706,1670,JavaScript,https://github.com/ai-shifu/ChatALL,ai-shifu,222,2025-03-14T16:14:36Z," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers"
12,Claude,ChuanhuChatGPT,15407,2288,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,122,2025-03-13T09:36:38Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
13,Claude,kirara-ai,14911,1654,Python,https://github.com/lss233/kirara-ai,lss233,253,2025-04-04T13:40:17Z,🤖 可 DIY 的 多模态 AI 聊天机器人 | 🚀 快速接入 微信、 QQ、Telegram、等聊天平台 | 🦈支持DeepSeek、Grok、Claude、Ollama、Gemini、OpenAI | 工作流系统、网页搜索、AI画图、人设调教、虚拟女仆、语音对话 | 
14,Claude,Thinking-Claude,14886,1732,TypeScript,https://github.com/richards199999/Thinking-Claude,richards199999,2,2025-03-10T04:02:46Z,Let your Claude able to think
15,Claude,repomix,14175,604,TypeScript,https://github.com/yamadashy/repomix,yamadashy,68,2025-04-02T16:15:07Z,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
16,Claude,mastra,11630,579,TypeScript,https://github.com/mastra-ai/mastra,mastra-ai,69,2025-04-05T00:45:53Z,"The TypeScript AI agent framework. ⚡ Assistants, RAG, observability. Supports any LLM: GPT-4, Claude, Gemini, Llama."
17,Claude,anthropic-cookbook,11552,1340,Jupyter Notebook,https://github.com/anthropics/anthropic-cookbook,anthropics,28,2025-03-07T17:43:37Z,A collection of notebooks/recipes showcasing some fun and effective ways of using Claude.
18,Claude,void,11385,694,TypeScript,https://github.com/voideditor/void,voideditor,74,2025-04-04T00:12:21Z,
19,Claude,awesome-chatgpt-zh,11074,915,Python,https://github.com/EmbraceAGI/awesome-chatgpt-zh,EmbraceAGI,0,2024-11-05T10:24:21Z,ChatGPT 中文指南🔥，ChatGPT 中文调教指南，指令指南，应用开发指南，精选资源清单，更好的使用 chatGPT 让你的生产力 up up up! 🚀
20,Claude,claude-engineer,10954,1161,Python,https://github.com/Doriandarko/claude-engineer,Doriandarko,10,2024-12-12T22:08:15Z,"Claude Engineer is an interactive command-line interface (CLI) that leverages the power of Anthropic's Claude-3.5-Sonnet model to assist with software development tasks.This framework enables Claude to generate and manage its own tools, continuously expanding its capabilities through conversation. Available both as a CLI and a modern web interface"
21,Claude,LangBot,10266,747,Python,https://github.com/RockChinQ/LangBot,RockChinQ,85,2025-04-03T13:00:04Z,"😎简单易用、🧩丰富生态 - 大模型原生即时通信机器人平台 | 适配 QQ / 微信（企业微信、个人微信）/ 飞书 / 钉钉 / Discord / Telegram / Slack 等平台 | 支持 ChatGPT、DeepSeek、Dify、Claude、Gemini、xAI Grok、Ollama、LM Studio、阿里云百炼、火山方舟、SiliconFlow、Qwen、Moonshot、ChatGLM、SillyTraven、MCP 等 LLM 的机器人 / Agent | LLM-based instant messaging bots platform, supports Discord, Telegram, WeChat, Lark, DingTalk, QQ, Slack"
22,Claude,coai,8169,1093,TypeScript,https://github.com/coaidev/coai,coaidev,18,2025-03-24T17:56:38Z,🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。
23,Claude,Noi,7344,552,JavaScript,https://github.com/lencx/Noi,lencx,145,2025-03-16T05:32:26Z,"🚀 Power Your World with AI - Explore, Extend, Empower."
24,Claude,Upsonic,7235,676,Python,https://github.com/Upsonic/Upsonic,Upsonic,29,2025-04-04T08:43:31Z,The most reliable AI agent framework that supports MCP.
25,Claude,claude-code,7197,371,Shell,https://github.com/anthropics/claude-code,anthropics,251,2025-04-05T02:00:54Z,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands."
26,Claude,opencommit,6557,350,JavaScript,https://github.com/di-sukharev/opencommit,di-sukharev,144,2025-03-17T08:40:01Z,GPT wrapper for git — generate commit messages with an LLM in 1 sec — works best with Claude 3.5 — supports local models too
27,Claude,BlackFriday-GPTs-Prompts,6510,1011,,https://github.com/friuns2/BlackFriday-GPTs-Prompts,friuns2,83,2024-11-08T11:03:14Z,List of free GPTs that doesn't require plus subscription 
28,Claude,new-api,6497,1287,Go,https://github.com/Calcium-Ion/new-api,Calcium-Ion,143,2025-04-04T15:46:02Z,AI模型接口管理与分发系统，支持将多种大模型转为统一格式调用，支持OpenAI、Claude等格式，可供个人或者企业内部管理与分发渠道使用，本项目基于One API二次开发。🍥 The next-generation LLM gateway and AI asset management system supports multiple languages.
