rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
31,OpenAI,cherry-studio,24197,2061,TypeScript,https://github.com/CherryHQ/cherry-studio,CherryHQ,580,2025-04-21T03:42:48Z,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers.
32,OpenAI,semantic-kernel,24097,3731,C#,https://github.com/microsoft/semantic-kernel,microsoft,419,2025-04-21T02:56:07Z,Integrate cutting-edge LLM technology quickly and easily into your apps
33,OpenAI,FastGPT,23656,6131,TypeScript,https://github.com/labring/FastGPT,labring,483,2025-04-21T02:41:26Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
34,OpenAI,minGPT,21771,2823,Python,https://github.com/karpathy/minGPT,karpathy,48,2024-08-15T04:09:40Z,A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training
35,OpenAI,reinforcement-learning,21196,6108,Jupyter Notebook,https://github.com/dennybritz/reinforcement-learning,dennybritz,94,2023-07-13T09:52:27Z,"Implementation of Reinforcement Learning Algorithms. Python, OpenAI Gym, Tensorflow. Exercises and Solutions to accompany Sutton's Book and David Silver's course."
36,OpenAI,litellm,21059,2661,Python,https://github.com/BerriAI/litellm,BerriAI,1231,2025-04-20T18:33:45Z,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]"
37,OpenAI,gpt-researcher,21037,2734,Python,https://github.com/assafelovic/gpt-researcher,assafelovic,85,2025-04-20T19:27:08Z,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.
38,OpenAI,PDFMathTranslate,20858,1767,Python,https://github.com/Byaidu/PDFMathTranslate,Byaidu,99,2025-04-19T09:03:19Z,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/Docker/Zotero
39,OpenAI,architecture.of.internet-product,20256,4680,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
40,OpenAI,swarm,19646,2092,Python,https://github.com/openai/swarm,openai,6,2025-03-11T17:27:22Z,"Educational framework exploring ergonomic, lightweight multi-agent orchestration. Managed by OpenAI Solution team."
41,OpenAI,agentic,17365,2212,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,11,2025-04-20T21:29:20Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
42,OpenAI,awesome-ai-agents,17204,1297,,https://github.com/e2b-dev/awesome-ai-agents,e2b-dev,23,2025-02-26T10:04:45Z,A list of AI autonomous agents
43,OpenAI,carrot,17069,1448,,https://github.com/xx025/carrot,xx025,0,2025-04-15T15:23:09Z,Free ChatGPT Site List 这儿为你准备了众多免费好用的ChatGPT镜像站点
44,OpenAI,baselines,16216,4903,Python,https://github.com/openai/baselines,openai,414,2024-08-01T21:31:33Z,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms
45,OpenAI,SuperAGI,16216,1954,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,141,2025-01-22T22:14:07Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
46,OpenAI,hydra,16088,1531,Go,https://github.com/ory/hydra,ory,71,2025-04-14T09:46:49Z,"The only web-scale, fully customizable OpenID Certified™ OpenID Connect and OAuth2 Provider in the world. Become an OpenID Connect and OAuth2 Provider over night. Written in Go, cloud native, headless, API-first. Available as a service on Ory Network and for self-hosters. Relied upon by OpenAI and others for web-scale security."
47,OpenAI,faster-whisper,15536,1305,Python,https://github.com/SYSTRAN/faster-whisper,SYSTRAN,246,2025-03-20T14:20:27Z,Faster Whisper transcription with CTranslate2
48,OpenAI,ai-pdf-chatbot-langchain,15378,3066,TypeScript,https://github.com/mayooear/ai-pdf-chatbot-langchain,mayooear,2,2025-02-20T18:19:58Z,AI PDF chatbot agent built with LangChain & LangGraph 
49,OpenAI,kirara-ai,15067,1658,Python,https://github.com/lss233/kirara-ai,lss233,206,2025-04-20T19:49:46Z,🤖 可 DIY 的 多模态 AI 聊天机器人 | 🚀 快速接入 微信、 QQ、Telegram、等聊天平台 | 🦈支持DeepSeek、Grok、Claude、Ollama、Gemini、OpenAI | 工作流系统、网页搜索、AI画图、人设调教、虚拟女仆、语音对话 | 
50,OpenAI,repomix,14858,637,TypeScript,https://github.com/yamadashy/repomix,yamadashy,72,2025-04-21T02:17:19Z,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
51,OpenAI,KeepChatGPT,14806,730,JavaScript,https://github.com/xcanwin/KeepChatGPT,xcanwin,97,2025-04-15T14:27:08Z,这是一款提高ChatGPT的数据安全能力和效率的插件。并且免费共享大量创新功能，如：自动刷新、保持活跃、数据安全、取消审计、克隆对话、言无不尽、净化页面、展示大屏、拦截跟踪、日新月异、明察秋毫等。让我们的AI体验无比安全、顺畅、丝滑、高效、简洁。
52,OpenAI,novel,14446,1188,TypeScript,https://github.com/steven-tey/novel,steven-tey,103,2025-01-18T14:26:33Z,Notion-style WYSIWYG editor with AI-powered autocompletion.
53,OpenAI,buzz,14255,1048,Python,https://github.com/chidiwilliams/buzz,chidiwilliams,18,2025-04-08T16:58:59Z,Buzz transcribes and translates audio offline on your personal computer. Powered by OpenAI's Whisper.
54,OpenAI,tiktoken,14203,1016,Python,https://github.com/openai/tiktoken,openai,40,2025-03-17T23:47:14Z,tiktoken is a fast BPE tokeniser for use with OpenAI's models.
55,OpenAI,SillyTavern,13689,3119,JavaScript,https://github.com/SillyTavern/SillyTavern,SillyTavern,225,2025-04-20T21:26:41Z,LLM Frontend for Power Users.
56,OpenAI,ai,13570,2100,TypeScript,https://github.com/vercel/ai,vercel,425,2025-04-21T01:09:41Z,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents "
57,OpenAI,botpress,13566,1966,TypeScript,https://github.com/botpress/botpress,botpress,8,2025-04-18T23:12:19Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
58,OpenAI,draw-a-ui,13484,1618,TypeScript,https://github.com/SawyerHood/draw-a-ui,SawyerHood,35,2024-07-18T21:18:26Z,Draw a mockup and generate html for it
59,OpenAI,clip-as-service,12639,2075,Python,https://github.com/jina-ai/clip-as-service,jina-ai,290,2024-01-23T10:33:43Z,"🏄 Scalable embedding, reasoning, ranking for images and sentences with CLIP"
60,OpenAI,plandex,12314,819,Go,https://github.com/plandex-ai/plandex,plandex-ai,16,2025-04-17T16:06:43Z,Open source AI coding agent. Designed for large projects and real world tasks.
61,OpenAI,void,11883,743,TypeScript,https://github.com/voideditor/void,voideditor,23,2025-04-21T03:32:28Z,
62,OpenAI,GenAI_Agents,11675,1496,Jupyter Notebook,https://github.com/NirDiamant/GenAI_Agents,NirDiamant,0,2025-04-19T22:09:06Z,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems."
63,OpenAI,DALLE2-pytorch,11257,1093,Python,https://github.com/lucidrains/DALLE2-pytorch,lucidrains,69,2024-05-11T19:18:10Z,"Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch"
64,OpenAI,OpenLLM,11155,711,Python,https://github.com/bentoml/OpenLLM,bentoml,1,2025-04-16T04:50:06Z,"Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud."
65,OpenAI,awesome-chatgpt-zh,11104,919,Python,https://github.com/EmbraceAGI/awesome-chatgpt-zh,EmbraceAGI,0,2024-11-05T10:24:21Z,ChatGPT 中文指南🔥，ChatGPT 中文调教指南，指令指南，应用开发指南，精选资源清单，更好的使用 chatGPT 让你的生产力 up up up! 🚀
66,OpenAI,llama-gpt,10959,713,TypeScript,https://github.com/getumbrel/llama-gpt,getumbrel,84,2024-04-23T18:56:06Z,"A self-hosted, offline, ChatGPT-like chatbot. Powered by Llama 2. 100% private, with no data leaving your device. New: Code Llama support!"
67,OpenAI,Fay,10877,2010,Python,https://github.com/xszyou/Fay,xszyou,103,2025-04-02T15:31:53Z,fay是一个帮助数字人（2.5d、3d、移动、pc、网页）或大语言模型（openai兼容、deepseek）连通业务系统的agent框架。
68,OpenAI,shell_gpt,10730,847,Python,https://github.com/TheR1D/shell_gpt,TheR1D,79,2025-04-11T08:40:09Z,"A command-line productivity tool powered by AI large language models like GPT-4, will help you accomplish your tasks faster and more efficiently."
69,OpenAI,LangBot,10668,788,Python,https://github.com/RockChinQ/LangBot,RockChinQ,83,2025-04-21T03:32:30Z,"😎简单易用、🧩丰富生态 - 大模型原生即时通信机器人平台 | 适配 QQ / 微信（企业微信、个人微信）/ 飞书 / 钉钉 / Discord / Telegram / Slack 等平台 | 支持 ChatGPT、DeepSeek、Dify、Claude、Gemini、xAI Grok、Ollama、LM Studio、阿里云百炼、火山方舟、SiliconFlow、Qwen、Moonshot、ChatGLM、SillyTraven、MCP 等 LLM 的机器人 / Agent | LLM-based instant messaging bots platform, supports Discord, Telegram, WeChat, Lark, DingTalk, QQ, Slack"
70,OpenAI,langfuse,10530,954,TypeScript,https://github.com/langfuse/langfuse,langfuse,236,2025-04-20T14:16:50Z,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 "
71,OpenAI,stable-baselines3,10420,1822,Python,https://github.com/DLR-RM/stable-baselines3,DLR-RM,54,2025-04-11T08:57:10Z,"PyTorch version of Stable Baselines, reliable implementations of reinforcement learning algorithms. "
72,OpenAI,instructor,10203,773,Python,https://github.com/instructor-ai/instructor,instructor-ai,15,2025-04-19T23:09:56Z,structured outputs for llms 
73,OpenAI,go-openai,9875,1557,Go,https://github.com/sashabaranov/go-openai,sashabaranov,132,2025-04-17T08:46:50Z,"OpenAI ChatGPT, GPT-3, GPT-4, DALL·E, Whisper API wrapper for Go"
74,OpenAI,self-operating-computer,9561,1286,Python,https://github.com/OthersideAI/self-operating-computer,OthersideAI,74,2025-02-28T22:54:05Z,A framework to enable multimodal models to operate a computer.
75,OpenAI,chainlit,9350,1256,TypeScript,https://github.com/Chainlit/chainlit,Chainlit,340,2025-04-17T13:22:22Z,Build Conversational AI in minutes ⚡️
76,OpenAI,Bob,9256,518,,https://github.com/ripperhe/Bob,ripperhe,111,2025-01-24T08:30:17Z,Bob 是一款 macOS 平台的翻译和 OCR 软件。
77,OpenAI,Whisper,9190,789,C++,https://github.com/Const-me/Whisper,Const-me,149,2024-08-03T02:35:39Z,High-performance GPGPU inference of OpenAI's Whisper automatic speech recognition (ASR) model
78,OpenAI,Easydict,9103,454,Objective-C,https://github.com/tisfeng/Easydict,tisfeng,94,2025-04-20T08:27:04Z,一个简洁优雅的词典翻译 macOS App。开箱即用，支持离线 OCR 识别，支持有道词典，🍎 苹果系统词典，🍎 苹果系统翻译，OpenAI，Gemini，DeepL，Google，Bing，腾讯，百度，阿里，小牛，彩云和火山翻译。A concise and elegant Dictionary and Translator macOS App for looking up words and translating text. 
79,OpenAI,openai-agents-python,9062,1157,Python,https://github.com/openai/openai-agents-python,openai,105,2025-04-20T01:36:19Z,"A lightweight, powerful framework for multi-agent workflows"
80,OpenAI,openai-node,9058,1040,TypeScript,https://github.com/openai/openai-node,openai,83,2025-04-20T05:07:01Z,Official JavaScript / TypeScript library for the OpenAI API
81,OpenAI,prompt-engineering,8750,419,,https://github.com/brexhq/prompt-engineering,brexhq,2,2023-10-23T01:41:26Z,Tips and tricks for working with Large Language Models like OpenAI's GPT-4.
82,OpenAI,BetterChatGPT,8378,2790,TypeScript,https://github.com/ztjhz/BetterChatGPT,ztjhz,215,2024-08-14T10:26:46Z,An amazing UI for OpenAI's ChatGPT (Website + Windows + MacOS + Linux)
83,OpenAI,coai,8247,1107,TypeScript,https://github.com/coaidev/coai,coaidev,18,2025-04-12T18:49:43Z,🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。
84,OpenAI,awesome-chatgpt,8227,521,,https://github.com/humanloop/awesome-chatgpt,humanloop,23,2024-05-13T01:11:31Z,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3"
85,OpenAI,wechat-bot,8181,1003,JavaScript,https://github.com/wangrongding/wechat-bot,wangrongding,100,2025-03-26T09:31:56Z,🤖一个基于 WeChaty 结合 DeepSeek / ChatGPT / Kimi / 讯飞等Ai服务实现的微信机器人 ，可以用来帮助你自动回复微信消息，或者管理微信群/好友，检测僵尸粉等...
86,OpenAI,bisheng,8092,1348,TypeScript,https://github.com/dataelement/bisheng,dataelement,89,2025-04-21T03:37:13Z,"BISHENG is an open LLM devops platform for next generation Enterprise AI applications. Powerful and comprehensive features include: GenAI workflow, RAG, Agent, Unified model management, Evaluation, SFT, Dataset Management, Enterprise-level System Management, Observability and more."
87,OpenAI,CopilotForXcode,8087,408,Swift,https://github.com/intitni/CopilotForXcode,intitni,32,2025-04-07T13:07:03Z,"The first GitHub Copilot, Codeium and ChatGPT Xcode Source Editor Extension"
88,OpenAI,chatgpt-demo,8024,3754,TypeScript,https://github.com/anse-app/chatgpt-demo,anse-app,45,2023-12-27T01:44:01Z,Minimal web UI for ChatGPT. 
89,OpenAI,LangChain-Chinese-Getting-Started-Guide,8012,632,,https://github.com/liaokongVFX/LangChain-Chinese-Getting-Started-Guide,liaokongVFX,15,2025-04-19T04:31:29Z,LangChain 的中文入门教程
90,OpenAI,E2B,7986,532,MDX,https://github.com/e2b-dev/E2B,e2b-dev,36,2025-04-18T22:43:02Z,Secure open source cloud runtime for AI apps & AI agents
91,OpenAI,AstrBot,7898,512,Python,https://github.com/AstrBotDevs/AstrBot,AstrBotDevs,196,2025-04-21T03:09:48Z,✨ 易上手的多平台 LLM 聊天机器人及开发框架 ✨ 平台支持 QQ、QQ频道、Telegram、微信、企微、飞书 | MCP 服务器、OpenAI、DeepSeek、Gemini、硅基流动、月之暗面、Ollama、OneAPI、Dify 等。附带 WebUI。
92,OpenAI,gpt4free-ts,7755,1367,TypeScript,https://github.com/xiangsx/gpt4free-ts,xiangsx,48,2024-09-04T01:15:09Z,Providing a free OpenAI GPT-4 API !   This is a replication project for the typescript version of xtekky/gpt4free
93,OpenAI,gateway,7685,565,TypeScript,https://github.com/Portkey-AI/gateway,Portkey-AI,100,2025-04-16T10:25:33Z,"A blazing fast AI Gateway with integrated guardrails. Route to 200+ LLMs, 50+ AI Guardrails with 1 fast & friendly API."
94,OpenAI,gpt-ai-assistant,7658,9843,JavaScript,https://github.com/memochou1993/gpt-ai-assistant,memochou1993,6,2024-07-09T19:07:17Z,OpenAI + LINE + Vercel = GPT AI Assistant
95,OpenAI,pr-agent,7596,814,Python,https://github.com/qodo-ai/pr-agent,qodo-ai,41,2025-04-19T06:29:29Z,"🚀 PR-Agent (Qodo Merge open-source): An AI-Powered 🤖 Tool for Automated Pull Request Analysis, Feedback, Suggestions and More! 💻🔍"
96,OpenAI,inference,7565,641,Python,https://github.com/xorbitsai/inference,xorbitsai,185,2025-04-21T01:28:17Z,"Replace OpenAI GPT with another LLM in your app by changing a single line of code. Xinference gives you the freedom to use any LLM you need. With Xinference, you're empowered to run inference with any open-source language models, speech recognition models, and multimodal models, whether in the cloud, on-premises, or even on your laptop."
97,OpenAI,WrenAI,7544,710,TypeScript,https://github.com/Canner/WrenAI,Canner,137,2025-04-21T03:34:30Z,"🤖 Open-source GenBI AI Agent that empowers data-driven teams to chat with their data to generate Text-to-SQL, charts, spreadsheets, reports, dashboards and BI. 📈📊📋🧑‍💻"
98,OpenAI,GPTCache,7522,533,Python,https://github.com/zilliztech/GPTCache,zilliztech,69,2024-09-18T02:05:21Z,Semantic cache for LLMs. Fully integrated with LangChain and llama_index. 
99,OpenAI,Upsonic,7346,686,Python,https://github.com/Upsonic/Upsonic,Upsonic,32,2025-04-20T12:23:17Z,The most reliable AI agent framework that supports MCP.
100,OpenAI,llm,7171,420,Python,https://github.com/simonw/llm,simonw,280,2025-04-20T21:12:39Z,Access large language models from the command-line
1,Deepseek,ollama,138020,11498,Go,https://github.com/ollama/ollama,ollama,1513,2025-04-20T23:24:56Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models."
2,Deepseek,DeepSeek-V3,95868,15567,Python,https://github.com/deepseek-ai/DeepSeek-V3,deepseek-ai,80,2025-04-09T01:50:40Z,
3,Deepseek,DeepSeek-R1,88662,11450,,https://github.com/deepseek-ai/DeepSeek-R1,deepseek-ai,258,2025-04-09T05:36:23Z,
4,Deepseek,gpt4free,64081,13601,Python,https://github.com/xtekky/gpt4free,xtekky,28,2025-04-20T19:43:13Z,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5"
5,Deepseek,lobe-chat,59054,12522,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,693,2025-04-21T03:23:13Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
6,Deepseek,ragflow,49656,4686,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,1854,2025-04-21T01:43:20Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
7,Deepseek,vllm,45385,6963,Python,https://github.com/vllm-project/vllm,vllm-project,1692,2025-04-21T03:13:46Z,A high-throughput and memory-efficient inference and serving engine for LLMs
8,Deepseek,anything-llm,43078,4180,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,241,2025-04-20T21:49:23Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
9,Deepseek,JeecgBoot,42346,15270,Java,https://github.com/jeecgboot/JeecgBoot,jeecgboot,37,2025-04-21T02:20:14Z,🔥一款基于AIGC和低代码引擎的AI低代码平台，旨在帮助企业快速实现低代码开发和构建、部署个性化的 AI 应用。 前后端分离 SpringBoot，SpringCloud，Ant Design&Vue3，Mybatis，Shiro！强大的代码生成器让前后端代码一键生成，无需写任何代码! 成套AI大模型功能: AI模型管理、AI应用、知识库、AI流程编排、AI对话助手等；
10,Deepseek,unsloth,37311,2909,Python,https://github.com/unslothai/unsloth,unslothai,952,2025-04-20T02:46:22Z,"Finetune Llama 4, DeepSeek-R1, Gemma 3 & Reasoning LLMs 2x faster with 70% less memory! 🦥"
11,Deepseek,Pake,37251,6729,Rust,https://github.com/tw93/Pake,tw93,47,2025-03-25T12:35:16Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
12,Deepseek,chatgpt-on-wechat,36409,9107,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,282,2025-04-20T09:22:54Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT4.1/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
13,Deepseek,chatbox,34288,3272,TypeScript,https://github.com/chatboxai/chatbox,chatboxai,659,2025-04-21T01:50:48Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
14,Deepseek,siyuan,33990,2081,TypeScript,https://github.com/siyuan-note/siyuan,siyuan-note,316,2025-04-21T03:38:15Z,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang."
15,Deepseek,awesome-deepseek-integration,31752,3464,,https://github.com/deepseek-ai/awesome-deepseek-integration,deepseek-ai,76,2025-04-10T06:39:33Z,Integrate the DeepSeek API into popular softwares
16,Deepseek,GPT_API_free,29220,2119,Python,https://github.com/chatanywhere/GPT_API_free,chatanywhere,6,2025-04-19T03:10:33Z,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。
17,Deepseek,LibreChat,24731,4191,TypeScript,https://github.com/danny-avila/LibreChat,danny-avila,143,2025-04-21T00:31:39Z,"Enhanced ChatGPT Clone: Features Agents, DeepSeek, Anthropic, AWS, OpenAI, Assistants API, Azure, Groq, o1, GPT-4o, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active project."
18,Deepseek,one-api,24728,5116,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,838,2025-02-21T11:30:22Z,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI."
19,Deepseek,open-r1,24048,2202,Python,https://github.com/huggingface/open-r1,huggingface,252,2025-04-18T11:41:35Z,Fully open reproduction of DeepSeek-R1
20,Deepseek,FastGPT,23656,6131,TypeScript,https://github.com/labring/FastGPT,labring,483,2025-04-21T02:41:26Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
21,Deepseek,DeepSeek-Coder,21357,2424,Python,https://github.com/deepseek-ai/DeepSeek-Coder,deepseek-ai,101,2024-05-21T09:52:58Z,DeepSeek Coder: Let the Code Write Itself
22,Deepseek,DB-GPT,16197,2207,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,351,2025-04-21T03:13:03Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
23,Deepseek,kirara-ai,15067,1658,Python,https://github.com/lss233/kirara-ai,lss233,206,2025-04-20T19:49:46Z,🤖 可 DIY 的 多模态 AI 聊天机器人 | 🚀 快速接入 微信、 QQ、Telegram、等聊天平台 | 🦈支持DeepSeek、Grok、Claude、Ollama、Gemini、OpenAI | 工作流系统、网页搜索、AI画图、人设调教、虚拟女仆、语音对话 | 
24,Deepseek,repomix,14858,637,TypeScript,https://github.com/yamadashy/repomix,yamadashy,72,2025-04-21T02:17:19Z,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
25,Deepseek,sglang,13391,1550,Python,https://github.com/sgl-project/sglang,sgl-project,496,2025-04-21T03:38:37Z,SGLang is a fast serving framework for large language models and vision language models.
26,Deepseek,TinyZero,11607,1469,Python,https://github.com/Jiayi-Pan/TinyZero,Jiayi-Pan,65,2025-04-02T22:45:36Z,"Clean, minimal, accessible reproduction of DeepSeek R1-Zero"
27,Deepseek,OpenLLM,11155,711,Python,https://github.com/bentoml/OpenLLM,bentoml,1,2025-04-16T04:50:06Z,"Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud."
28,Deepseek,Fay,10877,2010,Python,https://github.com/xszyou/Fay,xszyou,103,2025-04-02T15:31:53Z,fay是一个帮助数字人（2.5d、3d、移动、pc、网页）或大语言模型（openai兼容、deepseek）连通业务系统的agent框架。
29,Deepseek,LangBot,10668,788,Python,https://github.com/RockChinQ/LangBot,RockChinQ,83,2025-04-21T03:32:30Z,"😎简单易用、🧩丰富生态 - 大模型原生即时通信机器人平台 | 适配 QQ / 微信（企业微信、个人微信）/ 飞书 / 钉钉 / Discord / Telegram / Slack 等平台 | 支持 ChatGPT、DeepSeek、Dify、Claude、Gemini、xAI Grok、Ollama、LM Studio、阿里云百炼、火山方舟、SiliconFlow、Qwen、Moonshot、ChatGLM、SillyTraven、MCP 等 LLM 的机器人 / Agent | LLM-based instant messaging bots platform, supports Discord, Telegram, WeChat, Lark, DingTalk, QQ, Slack"
30,Deepseek,Bob,9256,518,,https://github.com/ripperhe/Bob,ripperhe,111,2025-01-24T08:30:17Z,Bob 是一款 macOS 平台的翻译和 OCR 软件。
31,Deepseek,wechat-bot,8181,1003,JavaScript,https://github.com/wangrongding/wechat-bot,wangrongding,100,2025-03-26T09:31:56Z,🤖一个基于 WeChaty 结合 DeepSeek / ChatGPT / Kimi / 讯飞等Ai服务实现的微信机器人 ，可以用来帮助你自动回复微信消息，或者管理微信群/好友，检测僵尸粉等...
32,Deepseek,AstrBot,7898,512,Python,https://github.com/AstrBotDevs/AstrBot,AstrBotDevs,196,2025-04-21T03:09:48Z,✨ 易上手的多平台 LLM 聊天机器人及开发框架 ✨ 平台支持 QQ、QQ频道、Telegram、微信、企微、飞书 | MCP 服务器、OpenAI、DeepSeek、Gemini、硅基流动、月之暗面、Ollama、OneAPI、Dify 等。附带 WebUI。
33,Deepseek,ipex-llm,7774,1345,Python,https://github.com/intel/ipex-llm,intel,1129,2025-04-18T13:36:20Z,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL, MiniCPM-V, etc.) on Intel XPU (e.g., local PC with iGPU and NPU, discrete GPU such as Arc, Flex and Max); seamlessly integrate with llama.cpp, Ollama, HuggingFace, LangChain, LlamaIndex, vLLM, DeepSpeed, Axolotl, etc."
34,Deepseek,Noi,7418,560,JavaScript,https://github.com/lencx/Noi,lencx,147,2025-04-14T07:09:06Z,"🚀 Power Your World with AI - Explore, Extend, Empower."
35,Deepseek,ms-swift,7051,601,Python,https://github.com/modelscope/ms-swift,modelscope,589,2025-04-21T03:17:48Z,"Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 500+ LLMs (Qwen2.5, Llama4, InternLM3, GLM4, Mistral, Yi1.5, DeepSeek-R1, ...) and 200+ MLLMs (Qwen2.5-VL, Qwen2.5-Omni, Qwen2-Audio, Ovis2, InternVL3, Llava, MiniCPM-V-2.6, GLM4v, Xcomposer2.5, DeepSeek-VL2, Phi4, GOT-OCR2, ...)."
36,Deepseek,PPTist,6889,1353,Vue,https://github.com/pipipi-pikachu/PPTist,pipipi-pikachu,14,2025-04-20T08:52:53Z,"PowerPoint-ist（/'pauəpɔintist/）, An online presentation application that replicates most of the commonly used features of MS PowerPoint, allowing for the editing and presentation of PPT online. Support AIPPT."
